client_id,name,registration_date,a_b_group,loyalty_tier,total_visits,last_visit
f83190c1-f8a1-427d-951b-2a3d0320dc70,Michele Shepherd,2024-01-29 11:56:35.535135,test,Bronze,14,2024-11-22 03:12:28.296766
63d820a6-1129-4c2f-a34f-f0434b124108,Veronica Simpson,2023-05-19 12:24:21.204110,treatment,Silver,12,2024-05-06 20:20:28.314113
1aa4b681-826d-4d9d-b434-e4298edb42d9,Sheila Sawyer,2024-03-09 02:37:58.641788,treatment,Silver,10,2024-10-10 03:24:49.373678
70eb990b-87b5-4937-aa5f-1f6289ec33cb,Nathan Ortiz,2024-08-12 18:42:27.911620,test,Gold,37,2024-09-20 16:56:01.516534
b950c97d-276b-45a8-8352-3d2209434d8b,Wayne Morgan,2024-09-09 11:33:37.287184,test,Bronze,6,2025-02-02 08:27:40.961716
a576ae8b-a666-4f02-9b96-912459105cf0,Sarah Villarreal,2024-01-25 01:32:17.470283,treatment,Bronze,13,2024-06-16 11:26:51.954737
31152013-300a-4e8d-b80f-baf9a275ccfa,Olivia Brennan,2023-05-18 16:45:41.832431,treatment,Bronze,3,2023-07-05 21:13:09.929841
b0cc0338-7310-4db7-a87d-55c06629c0dc,,2024-07-26 12:36:28.164747,treatment,Silver,28,2025-03-31 15:37:08.500139
0d0a63e0-f04a-4b82-bfdb-ab8b5be2e3cc,Nicole Hamilton MD,2024-07-28 09:57:30.846817,treatment,Gold,49,2025-03-18 20:45:09.004630
02054674-92ae-4c94-acb6-66cb5e0905da,,2024-03-11 13:45:18.847302,treatment,Gold,43,2024-12-18 14:27:35.853274
917d99f6-b8f0-494d-b816-dd4a804b2239,Amber Flynn,2023-11-22 18:34:43.914083,treatment,Silver,10,2024-06-03 06:14:11.169575
af6c0e3c-f27b-4e9f-b27d-2dd90d9ccd81,Joseph Knight,2024-11-21 09:28:00.624240,treatment,Bronze,12,2024-12-17 03:46:24.777539
aec4ac25-a06f-46ef-9f09-46507ccfdc97,,2023-06-19 03:49:51.788266,test,Bronze,4,2025-01-25 01:21:06.674464
b9f56b09-5979-447b-806c-2d7115d8fa4d,,2024-07-18 03:51:37.992796,test,Silver,26,2024-09-23 01:29:09.166260
ff5a59b6-48db-4184-8c40-d51ce993eb8d,Briana Murray,2023-10-25 00:00:16.699711,treatment,Silver,8,2024-03-12 03:23:59.408429
3bc23dbf-606b-4adf-9618-f3848486daa1,Robert Santana,2024-08-29 10:56:40.661464,treatment,Silver,21,2024-10-05 15:49:05.305930
7d47567c-7362-444d-aa47-7de9c3a0d6b8,Gregory Matthews,2024-08-01 04:57:44.901115,test,Bronze,8,2024-11-21 02:49:05.230054
f4db42a4-9c55-49f5-9675-e028dce1789d,,2023-10-22 03:59:52.283405,treatment,Silver,27,2025-01-27 05:08:21.169201
1171a1bd-a38b-413d-93a2-d811290f2a49,James Webb,2023-10-12 17:58:20.426846,treatment,Bronze,9,2024-08-26 10:15:43.692997
cc657aff-d813-4fa8-8ce3-9904faf99fdd,Wendy Phillips,2025-04-05 20:14:56.844896,treatment,Bronze,15,2025-04-16 10:45:52.562002
bc9d29ce-4394-43ed-9be6-7fe44205ab53,Keith Jennings,2024-10-17 10:34:21.056160,treatment,Gold,36,2024-10-26 14:06:41.057998
67fa3434-a142-4dcc-b1e0-bab4e8e16e42,Kathleen Strong,2023-11-17 12:48:51.564684,test,Bronze,8,2025-01-07 01:49:51.310669
ae898db4-e27a-49a1-9d0c-64ecf0b8ae02,,2024-07-08 22:10:04.763820,test,Bronze,10,2024-10-18 01:13:05.077991
9bf57b08-5bd1-42e8-bdbd-06fe883bc745,Lisa Byrd,2024-09-30 02:21:57.915012,treatment,Bronze,15,2025-02-11 11:26:40.122276
9a6bb932-4fab-45d7-8080-5b5c63d95fed,Lori Berger,2024-08-06 14:43:44.921675,treatment,Bronze,5,2024-10-25 10:10:13.881654
3ad603ef-2667-4730-a980-ae64503f0653,Kevin Oconnor,2023-06-27 07:34:15.286424,treatment,Silver,12,2024-01-09 10:58:46.057353
05c1a921-0f7a-4d5d-9413-a90bd128212b,,2024-10-19 11:52:17.639824,treatment,Silver,13,2024-11-20 21:26:16.033096
819c96ef-2cb4-4852-8772-71c1b0fbd1c0,Joshua Mata,2024-05-14 06:02:41.423824,test,,3,2025-03-23 07:21:26.456447
c2fca545-b73f-45b7-a430-0ad793c9e4a9,,2024-12-19 02:50:35.421834,test,Gold,47,2025-01-19 22:34:36.654921
4c3cf426-3745-4a48-bc37-3ccefce349ac,Karen Drake,2024-10-18 19:42:57.677818,treatment,,3,2024-12-20 12:41:43.616493
999421f7-2f86-4dec-bd27-6a6c608fa13f,,2023-07-15 14:29:45.106379,treatment,Gold,42,2025-03-28 23:18:03.626994
d6e1649d-2815-48be-b1cf-4e1880942a6e,Vincent Dalton,2024-10-02 12:00:56.179510,test,Gold,28,2025-04-17 21:56:18.878597
906fc432-d217-4bbd-8a31-f5c8bb998138,,2025-03-29 01:06:17.112668,treatment,Silver,21,2025-04-17 06:47:09.788006
fd04a0b6-a75a-4fb4-81d7-7befd99a8bf6,Richard Smith,2024-05-18 10:19:26.353915,test,Gold,37,2024-10-19 09:16:29.230541
e5a1fd84-52a3-4f68-bcd4-4380ab38ebb0,,2024-08-25 23:06:00.240195,treatment,Bronze,10,2025-02-02 15:31:22.767031
90c7d582-8309-4356-9352-45ade608f6ed,Samantha Bentley,2023-07-10 14:52:03.687460,test,Bronze,12,2023-12-09 21:58:57.996348
34e06164-9237-4a54-b3ec-63c4e082cb80,,2023-05-10 18:06:57.524773,test,Silver,27,2025-01-29 12:09:54.704238
917b4327-a667-49eb-ab8b-d9c06ec9c3f2,Suzanne Walker,2023-06-07 15:41:11.957187,treatment,Silver,25,2024-12-22 10:03:06.673707
e8dcb500-20cb-46e4-9e20-971bd090bf4a,Elizabeth Ortiz,2023-08-02 13:53:57.565118,treatment,Bronze,13,2025-03-19 04:29:06.414305
e5273373-570f-4dbf-8831-2e6ae5af05c2,Johnathan Davis,2025-01-29 14:24:00.525553,test,Gold,21,2025-02-09 18:32:31.705016
8314a863-4635-40e6-9a5f-6cf5167e0f5f,Michael Paul,2025-03-13 11:45:33.975566,test,Silver,18,2025-03-30 00:44:16.315230
2187bc1d-80ba-4769-8fc3-32336ee66cae,Brittany Perry,2023-07-03 19:23:44.169697,test,Bronze,9,2024-05-20 20:53:11.809795
eea040ac-890a-4084-b9b4-fb69faff6f72,,2024-02-14 14:17:15.524737,test,Bronze,8,2025-03-31 23:52:21.792164
793feb6a-a4da-4c6a-835e-6becb2a6f03c,Jacob Ramos,2025-03-16 20:04:22.096873,treatment,Bronze,3,2025-04-16 17:36:49.813987
38d283ba-6e59-441c-be56-b06a9182c736,Michael Stephens,2025-04-05 18:27:42.102981,test,Silver,26,2025-04-11 13:47:24.053136
f39bd119-1219-4954-9ed7-3552fdc00768,Colton Martinez,2024-12-31 22:42:23.895173,test,Bronze,15,2025-02-20 10:10:07.308434
5283f36b-2b94-4e2c-90b0-8e242f548157,Maria Harper,2023-05-08 01:49:28.121495,treatment,Gold,28,2024-11-20 12:55:52.093768
7f11bfa1-efc5-4cc3-a9ad-8a3728b72961,Cameron Cunningham,2023-06-11 14:14:09.959196,treatment,Bronze,3,2024-11-13 04:14:44.785888
3993330c-1b24-4fa9-ab8f-d8fa155a2efe,Daniel Kane,2023-12-18 11:32:39.175878,treatment,Gold,15,2024-02-28 20:27:33.335019
85c413b0-7993-4407-9467-f2093b461e59,April Garrison,2023-08-06 03:59:45.794695,test,Bronze,12,2023-10-26 09:13:02.801846
08fa90af-5fb9-4295-948a-46d53cb3cf86,Christopher Guerrero,2023-05-11 07:21:39.761687,treatment,Silver,30,2023-05-21 21:10:06.994518
1adc1cb9-995b-4c06-a231-e667aab66090,,2024-11-19 13:01:39.986609,treatment,Bronze,10,2024-12-26 01:03:54.376545
46f94068-a564-4731-b2f4-0b0fc3f0e086,Christopher Williams,2024-10-15 06:50:26.819470,test,Silver,15,2025-01-22 12:59:43.521144
437773f7-8e82-4504-895c-656a548a0e07,Karen Strickland,2024-05-01 09:14:14.466905,treatment,Gold,47,2024-06-09 03:52:08.741452
c75a5d32-44d3-46e1-8e82-5b384ae11ff0,Theresa Williams,2024-11-14 14:33:20.080452,treatment,Bronze,10,2025-03-31 21:23:43.292392
dc0a120d-5b10-4532-a788-9fe5deecb7aa,Judith Maynard,2023-06-05 21:45:27.652793,treatment,Bronze,6,2024-04-29 12:16:13.812206
5343a369-3a2e-4e14-b894-2e4ae0dacd8e,,2024-02-09 20:21:24.347395,test,Silver,30,2024-12-05 17:54:10.955554
46e9f957-08b5-4d60-a09b-e8e798c5711f,,2024-04-14 14:33:14.598504,test,Gold,37,2025-03-19 07:58:11.132486
2512bc85-e53d-419f-9eb4-aeda1afc883a,,2023-06-15 03:47:59.231786,test,Bronze,15,2023-08-08 20:05:19.778920
79add21d-d0d2-4ab8-a4bd-f98e9411cd30,Ana Hill,2024-07-27 22:11:35.113024,treatment,Bronze,6,2024-12-21 21:37:04.725118
70076596-dbad-40fa-8fad-c1f8c9d33a27,Zachary Schmidt,2024-03-18 21:43:00.303118,treatment,Silver,30,2024-11-15 12:00:34.668131
32f6d920-a563-4cbd-b2a5-097f1b3cc33b,Michael Farrell,2024-08-09 22:57:15.703320,treatment,Silver,16,2025-02-22 00:58:35.752811
15306225-bf62-41c2-8da4-8c0c79c7e24c,Cindy Hayes,2023-10-06 09:14:07.807839,test,,5,2024-04-14 09:30:57.903551
94ecca58-bdc1-493c-bcc3-fc94a724acc2,Jason Davis,2024-02-28 05:13:03.159759,test,Bronze,13,2024-12-02 17:21:03.178383
82991a81-93d5-4720-8f87-9d688a2ee414,,2024-01-20 21:27:42.162170,treatment,Silver,26,2024-03-30 15:49:38.481479
f6b8d46f-de38-4f71-9a80-1c9e3ca2c847,Andrea Decker,2023-06-29 13:51:40.413432,treatment,Bronze,11,2023-09-01 12:57:04.247387
6589e524-4a4b-4e64-81ed-3a9f6004901f,Robin Hawkins,2024-06-23 21:01:12.578456,test,Bronze,6,2024-12-10 12:27:46.810288
f7e447bc-bf89-4ae0-b215-54c6e9ac5432,Bryan Gomez,2024-08-20 11:49:35.279670,treatment,Bronze,7,2025-02-19 21:48:40.297940
7327257a-bbdc-44b8-93d9-b3af92ac5dc0,Michelle Schmitt,2024-07-04 01:29:50.481026,treatment,Gold,50,2024-10-14 16:55:33.441612
8f7117c3-c4c5-4f35-8181-25ec0ffe2a00,Christy Douglas,2023-10-03 06:44:57.267564,test,Silver,13,2023-12-03 14:32:13.910188
874fbb45-6c9d-4f9e-820f-ca3106de70a0,,2024-12-30 00:04:36.584440,test,Gold,35,2025-02-09 12:28:32.011737
598cf69c-7abf-49b3-b24e-fd3efe75d809,Laura Aguirre,2024-12-29 20:15:01.610153,test,Bronze,4,2025-04-19 01:49:06.135068
c93a628b-d7ea-44fc-bef3-7caa9b256d97,Lisa Day,2023-05-11 15:39:55.456338,treatment,Gold,31,2025-03-02 12:17:45.587699
469ee479-3c43-49c8-b653-19eb89176f7d,Debra White,2024-09-16 18:46:24.325688,test,Bronze,4,2024-11-22 21:14:44.022599
819c8d7e-5457-4b76-b69a-f8bd89004ef7,Aaron Kane,2024-06-09 03:51:55.557231,treatment,Gold,50,2024-10-14 03:02:56.065493
eda48a9b-bedd-4052-873f-d8e021ec8913,Mark Johnson,2024-10-18 11:52:08.800218,test,Bronze,13,2024-11-27 09:26:07.573962
b78a9c1a-fa57-407a-9cab-00bbf8a418d4,Glen Wood,2024-09-30 14:04:11.905440,treatment,Silver,10,2025-03-07 13:41:05.412874
bcf862f7-c149-4b0f-85d4-c9d1ffd9e9cc,,2024-06-10 02:10:25.042763,test,,5,2024-07-06 22:12:39.712108
80b65dfb-eeb7-4a31-8ce1-ff4d542a6109,Christopher Williamson,2024-08-26 19:05:30.346157,test,Gold,34,2024-10-30 14:23:01.232257
114547e4-69c2-4273-8f8c-f3d9d4684221,Karla Ramos,2023-11-08 00:25:32.983144,treatment,Bronze,13,2024-12-12 20:16:52.406489
0043dc46-33a6-43bf-b8dc-d0b43bb09756,Jeffrey Campbell,2024-08-30 02:17:28.242188,test,Bronze,7,2024-12-22 09:15:26.349722
47f9c95f-e1d1-4893-929e-1f9b8fe61598,Amber Foster,2024-07-03 06:28:23.889015,test,Silver,18,2024-07-05 12:28:13.982114
34c01b52-d491-4ee8-abc6-b59df650dff9,Daniel Taylor,2023-10-26 03:02:28.062512,test,Gold,44,2024-04-21 13:39:10.779740
977ec261-6411-4b3c-bab1-1dfa20f22b1a,Paul Thompson,2024-01-25 05:00:36.979340,test,Silver,24,2024-12-08 19:02:08.467939
94bc4dd0-e685-4bfd-8248-6801621cb676,Sandra Drake,2023-06-14 02:59:19.836055,treatment,Silver,22,2025-01-18 06:06:30.726718
9589de33-bd95-4ab2-8791-c81db490dc45,Albert Morse,2025-01-11 05:29:41.205025,treatment,Bronze,7,2025-03-10 05:20:49.460291
3534b89a-e090-4e61-b075-cc06514ce0e8,Michelle Butler,2023-07-15 14:33:36.430762,treatment,Bronze,10,2023-07-29 02:05:39.714183
3bdb4653-f5b3-4d0a-9630-5ba0a990c4e2,Robert Montgomery,2024-12-20 06:04:29.167926,test,Silver,16,2025-04-12 02:39:01.799664
95626e25-d4b3-4e5d-a610-e7d7f10e59ee,,2023-06-25 20:26:47.795657,test,Bronze,9,2025-01-08 08:46:11.292160
a419fc70-18f3-4c49-a100-d649b80e765b,,2023-10-17 05:06:12.520863,treatment,Silver,14,2024-09-06 16:57:33.950135
6072cdc8-ac75-461d-926d-f5cce76b5605,Jennifer Collins,2023-12-26 11:34:46.963392,treatment,Silver,23,2024-06-04 04:17:35.033555
1b6bc125-4a55-4894-a0ed-40e8e32b4059,Jordan Wilson,2024-04-28 23:37:50.206763,test,Bronze,6,2025-03-19 06:40:16.255861
0ecbea47-d79f-46d8-a259-f17a85ae5d63,,2024-01-02 16:28:31.034884,test,Bronze,3,2024-12-13 09:16:54.508801
2afd750d-43dd-42dc-8512-287ca05bbd25,Robin Young,2023-08-07 10:47:08.069831,test,Bronze,15,2023-12-08 10:47:11.447325
442680c6-aaf6-4c69-b882-0e721e13d465,Paige Rios,2023-08-29 21:02:12.249219,treatment,Silver,30,2024-12-06 10:02:59.338828
f5811a2a-a39f-43f8-91c4-1b648d347567,Paul Wolf MD,2025-02-25 13:13:28.910304,treatment,Bronze,6,2025-03-28 19:49:27.508561
a213bb6b-4058-44b5-9bb7-07db67a7f51e,Lori Lin,2024-07-23 15:28:13.248281,test,Bronze,15,2024-09-02 18:02:38.960845
eefef9b8-268a-4453-a67f-63b072aebac5,Jeremy Turner,2023-11-09 02:50:33.822025,test,Gold,48,2023-12-08 21:07:52.679706
e64466f4-3ae3-4208-9ec9-c46648ffdade,Emily Hayes,2023-06-03 00:45:53.630387,treatment,Bronze,5,2024-12-27 00:09:45.031473
73b3299b-4113-4abc-bada-385b3f8c2f27,Sean Wyatt,2024-07-14 17:25:39.702031,test,Gold,43,2024-12-04 07:52:32.942296
c2994288-adc0-4ff6-992a-907957034c84,Julian Conner,2025-02-04 21:28:38.158420,test,Bronze,14,2025-03-11 02:26:18.562505
6872e520-6c01-4efc-90e5-462c5a027762,,2024-12-04 00:41:59.246785,treatment,Silver,14,2025-03-04 14:03:59.995214
be958fb9-3454-4e92-a4c0-77f6b7520f3c,John Hernandez,2023-06-06 16:08:09.038867,treatment,Gold,28,2023-08-16 14:24:30.378191
d624e16a-c788-426b-8ddf-117cf7e07d41,Gwendolyn Klein,2024-04-25 00:54:24.278859,treatment,Bronze,7,2024-06-26 11:45:17.831495
ea8e6289-6c3c-405a-92fd-dba854c03394,Jeffrey Gonzales,2024-05-08 07:57:48.486787,test,,0,
94d39751-1f08-4434-a6e1-9daf298c8a58,Jake Campbell,2024-02-15 01:44:40.907626,test,Gold,20,2024-07-10 04:58:40.489770
e89d2e43-1334-4ca7-9c25-ecdc6991714d,,2024-07-02 05:14:37.634705,treatment,Bronze,15,2025-02-19 01:02:05.235307
069174c2-b1b3-4362-bae4-ddacb8ed7349,,2024-08-07 07:38:33.522532,treatment,Gold,22,2024-08-24 07:11:36.639306
fe0f4ef2-ceb6-4b3b-8cd0-0960277503e6,,2023-06-30 12:13:43.472327,treatment,Bronze,15,2024-09-21 05:17:18.702468
0835062a-3649-4775-b61b-61713e59ab4c,Nathaniel Douglas,2025-02-12 12:57:39.439844,test,Silver,16,2025-04-13 06:50:48.267067
54673633-cec9-4bd3-95d2-ee2ddf59b3f1,Kevin Thomas,2024-01-03 00:17:09.479162,treatment,Silver,12,2025-04-06 14:42:00.996534
dd7c64e8-d372-41a7-8501-ec1de3f353ae,Jenna Larson,2025-03-07 16:00:00.558232,test,Bronze,6,2025-03-21 16:29:22.038524
ad2683f6-6ea4-4ccd-b84b-4150d302df15,,2024-01-22 15:09:23.835764,test,Silver,25,2025-01-17 02:14:52.172662
0e1e34bd-88dc-4cba-a681-1da45c12c22d,Meagan Calderon,2024-10-13 03:14:19.583753,treatment,Bronze,5,2025-02-20 22:12:55.839717
82871f8f-4c05-4453-8f69-6827e3b09594,Maria Henderson,2024-01-11 18:47:32.427596,test,Bronze,11,2024-06-28 19:34:47.150019
a31d1a6a-f168-4f8f-82da-6dbe42be1109,,2023-09-01 03:40:43.935626,treatment,Silver,10,2024-01-07 09:53:31.763772
7d91e67d-9afa-410e-82ea-7d6909c2abe1,Katelyn Perez,2023-07-31 23:07:32.065912,test,Gold,48,2023-09-18 13:50:43.609027
4a3ed569-d26b-4db8-a03e-8d6c5cdc3dcb,,2024-12-29 07:30:32.465332,treatment,Bronze,7,2025-01-09 19:21:39.276299
bef3ca60-1fc7-4f62-a19e-59ae4f568895,Sandy Stephenson,2023-05-20 01:10:00.301979,test,Silver,13,2024-01-11 18:17:49.739907
321f6846-f5b3-4cc5-bfd7-2bdfe20363c3,Bonnie Bennett,2023-08-18 23:50:09.877223,treatment,Silver,13,2025-01-08 17:52:01.878712
1ee7b6dd-855c-47b5-85ae-10ca29573f4f,,2024-11-05 17:54:45.276172,test,Bronze,15,2025-03-21 00:36:27.517410
8f0ce86d-9a43-4884-856b-cced92cfa87a,,2023-08-21 09:32:56.502091,test,Silver,26,2024-05-14 04:26:01.444136
4de83ee4-41a8-4977-a095-4dfec41a90d6,,2024-02-16 14:22:18.472645,test,Bronze,13,2024-12-03 16:12:57.532272
9f11ba3e-388b-4a3c-b884-43f35c2789fb,,2023-10-12 23:39:40.718175,treatment,Bronze,10,2024-06-16 09:22:42.284498
9982973f-3839-486c-8971-0fede47d9dbd,Paul Cole,2024-05-16 13:25:22.744169,test,Gold,27,2024-08-29 21:37:06.994794
8ce44777-6ea1-4e59-abe5-0d52a523ab7c,,2024-12-03 03:48:05.046620,treatment,Bronze,13,2025-02-06 17:24:08.712009
364fd30d-836a-4762-8ba4-f95fc6df58d9,Holly Valentine,2025-04-10 14:07:18.344741,test,Bronze,12,2025-04-15 20:03:54.977948
f0fc3bfa-eb75-4537-bd86-2dd194a327b1,James Rose,2025-03-28 07:32:43.031855,treatment,Gold,46,2025-04-17 10:37:50.534247
4ecb27b7-cf45-49f7-ab8a-ecdd24667fcc,Brenda Wright,2024-08-02 20:14:20.148476,treatment,Gold,50,2025-03-19 23:01:34.326758
2cfd42d9-eb28-402c-8101-4a660e74b481,Ashley Singleton,2025-01-03 05:37:49.543149,treatment,Silver,9,2025-02-03 05:26:27.898029
d11269bf-e687-4e34-9f25-30e2373629db,Denise Whitehead,2023-08-08 02:38:30.274164,treatment,,0,
22630cee-13d5-4838-b54f-51f295fd3121,Travis Walker,2024-03-17 00:21:18.779211,test,Gold,49,2024-08-04 04:15:31.250933
e1b02402-cd34-4b4a-bdb6-2005045c919c,Anthony Shaw,2023-10-11 16:56:37.862994,test,Gold,46,2025-04-18 21:33:59.908671
3f0a990f-834d-4a59-8e74-b0dda1f09664,,2024-01-21 08:11:05.516197,test,Gold,43,2024-02-03 05:05:04.035651
157a3afb-6980-4f80-8df6-3096bbd6aa73,Sara Santos,2024-11-20 13:30:04.705073,test,Bronze,6,2024-12-11 12:45:35.528513
c77dff5d-acb2-4da3-a6b5-e7a992e1f539,Ronald Horton,2023-08-01 20:38:33.668872,treatment,Gold,24,2024-10-18 17:01:13.875849
a3b9972c-9370-4209-a56c-7469cf2745af,Aaron Miller,2023-10-26 10:07:52.691541,test,Gold,32,2025-01-22 06:02:41.972097
48559d36-34dd-445b-9060-8cf2a0d06ff8,,2024-05-27 08:46:06.378301,treatment,,3,2025-01-22 01:18:09.908584
2f9cce72-3cfa-49e8-8e46-7ed192f293de,Ashley Roberts,2023-11-28 11:02:02.487284,treatment,Silver,18,2023-12-22 20:03:16.098392
ee5a25a3-e17d-4918-ace6-cd14e9247f5d,,2024-02-23 03:34:32.700568,test,Bronze,13,2025-01-24 14:35:36.728706
45749a34-cf89-4b55-90d6-fb8725ab21b4,Brian Stein,2024-07-01 09:08:17.870260,test,Silver,11,2024-07-06 05:19:56.436063
04bbd98b-e217-4992-8ae7-1c7f8c93786b,Dana Thomas,2024-03-01 00:36:21.861188,test,Gold,43,2024-11-12 08:34:51.994416
79b17c14-8929-4988-8088-8040993cc49c,Jason Beck,2023-06-24 00:20:18.950898,test,Gold,28,2025-04-05 00:36:45.670557
889042fa-7c81-4d30-9589-7da43038471d,Joseph Romero,2025-04-13 10:20:56.542911,test,Bronze,14,2025-04-18 03:42:36.217991
d2f9e2ca-a4b3-4326-9941-19bb7616f57f,John Reid,2025-04-08 02:30:29.126104,treatment,,4,2025-04-11 14:49:24.150613
0114bd00-c4e5-4aa9-80cf-b348e2e82c50,Richard Cooper,2024-10-08 20:57:57.634976,test,Silver,10,2025-02-08 10:26:00.667666
030ffd70-fcbc-400e-91ad-b222506258eb,Nancy Cook,2023-05-24 20:40:04.221820,test,Bronze,4,2024-06-09 00:43:03.024229
d4835740-587c-4e33-866b-a7d9bee7a528,Carrie Maxwell,2024-03-26 20:56:29.373744,test,Bronze,14,2024-12-23 19:50:49.693435
3eed68a4-6b58-4a93-8e67-0c7f4e704599,Robin Brown,2024-11-09 11:11:36.058351,test,Bronze,14,2025-01-23 07:00:03.560954
af1d5c7f-cd81-49b9-a844-e30f656193c6,Andrew Gonzalez,2023-05-23 02:04:14.492657,treatment,Bronze,13,2025-03-06 07:45:30.573181
d7c52f68-f5b0-4566-9f9d-69fc1a3b80a7,,2024-05-02 22:51:12.729673,treatment,Bronze,14,2025-04-18 02:30:05.875956
4b13e34a-ca61-4970-a58d-b00109a851a3,Dawn Mullins,2023-09-09 01:43:46.024729,treatment,Bronze,11,2024-04-07 00:02:48.374959
cadeb09c-6ab7-4779-8c33-bd703167e8d5,Sharon Rivera,2023-07-22 09:37:54.947532,treatment,Bronze,6,2024-03-13 18:27:45.187217
4e87b0c1-46d5-4b63-a767-22340d6aa0de,Natalie Kline,2024-01-29 21:51:58.755568,test,Silver,29,2025-04-10 04:21:51.224235
d2021045-2686-471a-8ea2-71d877e305e7,Jonathan Glass MD,2024-11-27 16:44:22.382085,test,Bronze,13,2025-03-13 07:28:23.484611
188fbba0-34ba-4d0f-973e-aef616897ff0,,2023-06-19 03:06:22.386726,test,Silver,25,2024-07-28 11:24:26.449728
34490f8a-8c0d-47ce-b2e0-a92b6146d3b8,Kimberly Morris,2023-06-19 23:07:31.977202,treatment,Silver,20,2024-09-06 02:17:31.400144
61259840-f137-4291-a9f3-4e9bf2e52241,Lance Simmons,2024-09-07 08:01:16.924410,treatment,,2,2024-11-26 00:02:53.324742
cb3ea4dc-4a57-4750-8441-049588bd6e1f,Sergio Gomez,2025-04-20 14:29:34.804332,test,Silver,21,2025-04-20 23:23:40.925294
bcb2a393-4fad-46e0-9011-f652ffade9d1,Theresa Jones,2024-07-31 03:57:34.709347,test,Bronze,6,2024-11-04 08:47:09.007186
47ae97a2-eef1-4949-8def-9e1beb6c7656,Meghan Cisneros,2023-08-04 18:32:12.978675,treatment,,0,
b19c6ffb-0996-42f9-b7a3-e8dcf4817268,Rachael Johnson,2023-06-10 14:05:55.977086,test,Silver,8,2024-11-22 01:01:05.587532
1206a643-2133-4932-adb3-8858f731ecf1,,2024-01-15 01:41:26.830251,test,Silver,13,2024-07-10 06:54:22.869018
24da0cf7-4811-4f25-8595-0e418c0f7dd7,Lisa Shelton,2025-03-15 13:42:52.247243,treatment,Bronze,4,2025-03-29 11:29:07.311457
e121cc87-c3a0-4ff1-8aaa-629fd9ca35fe,Laura Moreno,2024-02-07 05:32:15.614267,treatment,,4,2024-11-18 20:35:51.737775
dae69e5a-aa9f-4d33-bc9d-8f48b04d7d9e,Brian Fitzgerald,2024-04-21 00:23:42.012416,test,,0,
d7bb471a-86f3-493b-b653-4d01ee3565bb,Justin Green,2023-10-29 14:40:16.182725,treatment,Bronze,6,2024-06-26 18:03:00.164646
f07d904e-1e59-4acd-9c72-6ba77feccf34,Donna Hendricks DDS,2023-07-21 01:24:58.493489,treatment,Gold,34,2025-01-17 15:09:48.455141
4cd8b34c-5f8b-4609-8f4f-f0ab48dd3419,Steven Wallace,2023-06-25 14:30:03.480573,treatment,Bronze,5,2024-09-22 00:11:47.630056
223ad8f4-c052-4c3f-be1b-f78624104ff6,Emma Reed,2023-06-08 21:52:35.701007,test,Silver,25,2024-06-13 05:42:46.436788
5d600117-39dc-4634-8566-c5e3b18a9888,Sarah Joseph,2025-02-27 20:48:11.134314,test,Gold,33,2025-04-02 17:18:17.289697
c51aa8bb-7393-4304-87f0-d467e8fc466c,,2024-11-22 06:05:59.498303,test,Gold,46,2025-02-06 22:10:32.512760
9d64b003-3da2-4f4a-8f96-d0a19efa722e,Curtis Taylor,2024-11-19 19:50:13.042844,treatment,Bronze,8,2024-11-23 20:25:58.139337
ef510c5c-ad5e-45bc-95c6-7b95b1f1586f,Jackie Lara,2024-05-29 10:36:18.318251,treatment,Silver,17,2024-12-15 20:42:33.638928
26d9330d-4e70-4ab5-b8f2-39df0d16a229,Eric Key,2024-09-28 14:16:25.151162,test,Silver,22,2025-01-14 13:14:21.881567
fea4bcd5-121d-4cc0-847b-dee066b6f53f,Samantha Jones,2025-04-01 18:41:25.958261,test,Bronze,12,2025-04-14 17:43:37.337081
3c908208-5902-437d-a8cc-db47dcc78172,Michael Cooper,2025-01-22 19:22:18.448304,test,Silver,19,2025-04-02 08:46:43.192304
de5ee30e-fcfc-47ab-96cd-e130d71fe5fd,Catherine Burch,2024-03-03 11:51:07.110568,treatment,Bronze,5,2025-03-15 22:45:54.316614
d3f3992d-b2ec-4175-b84c-e12af62df372,Caleb Hernandez,2023-08-20 18:05:05.001247,test,Bronze,6,2024-03-04 15:23:48.944634
ead5c0f7-1860-4d4c-aa02-daf7993fb471,,2024-09-21 15:03:58.685085,treatment,Silver,17,2024-12-04 02:20:51.860924
38da8e25-5ef6-48f0-a2bf-2ea17e044c1d,,2025-03-09 18:52:26.725608,test,Silver,10,2025-04-17 10:03:16.833189
4da882a8-db5c-464b-82e0-92ecd9cbd062,Danielle Reid,2024-05-28 20:28:59.252536,treatment,Bronze,5,2024-07-08 22:07:41.269105
a41d0c89-958f-4d18-b96e-f53151de2047,Joseph Shaw,2023-08-23 15:50:22.263149,test,Bronze,12,2025-03-17 11:49:59.595387
f8130789-701e-48e2-ab59-4d5509ca3721,Matthew Le,2024-07-07 12:24:02.517450,treatment,Gold,19,2025-03-07 12:49:38.571660
bc88e1ea-46dd-4b46-b84b-b4c1268904aa,Samantha Johnson,2023-05-25 16:24:37.249098,test,Gold,28,2024-08-14 22:49:16.860336
ac69fa85-e6e4-4621-ac1b-4a62e1388fdb,Marilyn Wang,2024-02-20 18:47:43.306300,test,Bronze,8,2024-11-19 02:28:27.212262
